UPS CGC/PI,Jul/94,Ago/94,Set/94,Out/94,Nov/94,Dez/94,Jan/95,Fev/95,Mar/95,Abr/95,Mai/95,Jun/95,Jul/95,Ago/95,Set/95,Out/95,Nov/95,Dez/95,Jan/96,Fev/96,Mar/96,Abr/96,Mai/96,Jun/96,Jul/96,Ago/96,Set/96,Out/96,Nov/96,Dez/96,Jan/97,Fev/97,Mar/97,Abr/97,Mai/97,Jun/97,Jul/97,Ago/97,Set/97,Out/97,Nov/97,Dez/97,Jan/98,Fev/98,Mar/98,Abr/98,Mai/98,Jun/98,Jul/98,Ago/98,Set/98,Out/98,Nov/98,Dez/98,Jan/99,Fev/99,Mar/99,Abr/99,Mai/99,Jun/99,Jul/99,Ago/99,Total
06.554.059/0001-08-P M DE ELIZEU MARTINS,0,0,0,407.88,533.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941.38
06.554.067/0001-54-P DE S MARGARIDA ALMEIDA,0,0,0,0,0,0,0,2277.1499999999996,1303.56,1913.52,1269.8999999999999,1195.95,1143.93,1312.74,1495.83,876.8,333.03,599.72,344.76,681.87,1008.77,1097.39,452.37,820.53,938.1000000000001,817.72,1031.6,1141.69,825.49,0,926.7199999999999,923.61,520.2,712.98,634.95,923.61,884.85,825.57,951.79,1126.55,825.57,1095.3100000000002,291.72,1451.5599999999993,1307.0499999999997,1283.3500000000001,1115.99,235.6,801.8900000000001,743.5600000000001,322.56000000000006,493.13000000000005,513.94,507.86,326.97999999999996,323.75,445.26,543.23,488.35999999999996,433.46000000000004,579.48,306.77000000000004,45749.63
06.554.067/0001-54-P M DE FLORIANO,6690.74,5835.29,6893.94,6973.840000000001,8028.709999999999,7638.969999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42061.49
06.554.075/0001-09-P DE S FRANCISCO AYRES,1145.0400000000002,1140.71,1379.03,0,1074.57,894.8,0,0,0,0,0,0,0,547.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6181.91
06.554.075/0001-09-P DE SAUDE CAMPO DE BOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.32,129.32,162.96,44.260000000000005,278.03999999999996,726.9
06.554.075/0001-09-P S BURITI GRANDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.1,178.1,159.91,169.17,608.1199999999999,211.55,157.47,167.65000000000003,204.30999999999997,263.49,255.66,195.40000000000003,2748.93
06.554.075/0001-09-POSTO DE S DE SOBRINHO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.64,151.64,152.44,114.07999999999998,471.92,140.62,73.2,112.33999999999999,66.17999999999999,74.25,45.76,36.04,1590.1100000000001
06.554.075/0001-09-SMS DE FRANCISCO AYRES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.6,281.52,414.12
06.554.083/0001-47-P. BREJO DOS CAGADOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.35999999999999,108.12,114.24000000000001,116.28,126.48,636.48
06.554.091/0001-93-C S DE ITAUEIRA,0,0,0,0,0,0,0,0,0,0,0,243.78,0,813.4499999999999,492.55999999999995,0,1046.3899999999999,811.5700000000002,867.8199999999999,0,0,0,1662.76,335.59000000000003,335.78,396.28999999999996,396.73,396.90000000000003,237.32,0,396.90000000000003,66.3,225.42000000000002,397.46999999999997,397.12999999999994,396.09000000000003,0,762.96,394.94000000000005,390.12,0,740.24,388.12,388.47999999999996,354.09999999999997,136.31,162.77999999999997,220.13,207.78,219.99,220.23000000000002,610.9800000000001,229.61000000000004,264.32,683.58,690.3600000000002,775.1600000000001,729.96,619.32,908.4100000000001,1427.21,1427.0800000000002,22868.419999999995
06.554.091/0001-93-P DE S BATALHA,534,538,690,540,540,781.6,878.72,1656.32,912.3199999999999,961.21,1019.9599999999999,0,0,0,748.8,748.8,184.10999999999999,187.68,201.45,0,331.5,0,399.33,131.07,139.23000000000002,136.17000000000002,150.96,145.35,60.18,0,146.88,205.01999999999998,134.13,156.06,153,151.98,0,360.06,183.60000000000002,171.35999999999999,0,356.48999999999995,171.22,155.59,170.95000000000002,193.42,152.82,91.58,201.85999999999996,167.15999999999997,173.14,166.25,155.61999999999998,166.21,182.47,162.31000000000003,157.76,155.82999999999998,145.44,483.32,452.96,342.72,18683.969999999998
06.554.091/0001-93-P DE S CANTO DOS BEZERROS,380,352,520,400,800,570.56,352,1144.03,352,642.7,691.15,679.9300000000001,352,603.94,352,352,352,636.58,694.21,627.9100000000001,732.62,352,787.54,459.61999999999995,459.62,541.72,541.72,541.72,384.64,383.36,541.72,284.07,203.49,541.59,737.5899999999999,540,0,1082.4399999999998,541.1,541.63,0,1080.49,389.3,541.5899999999999,533.43,621.8,626.86,377.45,488.62999999999994,468.89000000000004,461.1899999999999,378.72,424.44999999999993,427.85,433.18999999999994,446.33000000000004,455.9399999999999,231.28,250.51999999999998,389.40000000000003,421.03999999999996,415.92,30917.469999999998
06.554.091/0001-93-P DE S CARAIBAS,760,704,930,400,908,729.6,894.4,1226.9799999999998,894.4,1219.8,691.4200000000001,1123.49,849.6,1090.81,781.52,838.4,2131.09,2176.48,1043.15,851.9,2247.37,1841.92,2292.76,983.12,965,1086.44,1017.08,1081.3400000000001,941.6,851.84,1081.85,367.71000000000004,214.71,852.36,688.05,1156.24,0,2061.12,1036.7,945.6599999999999,0,1853.1200000000001,433.42,903.37,861.7499999999999,974.8000000000001,918.1,498.55999999999995,617.23,621.82,580.78,586.6199999999999,587.16,584.71,603.26,631.0900000000001,589.2199999999999,680.5100000000001,607.5400000000001,564.92,525.5999999999999,735.2400000000002,56916.73000000001
06.554.091/0001-93-P DE S LAGOA DE DENTRO,711.46,679.95,835.76,775.3,512,881.24,600.52,533.44,542.4,856.0699999999999,705.6200000000001,846.4200000000001,834.6700000000001,723.94,842.38,876.04,546.82,352,352,627.4,382.6,543.76,0,584.17,584.17,688.14,688.14,688.14,529.02,528,688.14,324.36,207.57,688.1399999999999,597.8900000000001,412.83,0,1373.9099999999999,687.33,688.2199999999999,0,1375.4199999999998,436.71999999999997,688.31,677.94,728.93,754.9799999999999,483.91999999999996,531.2099999999999,499.28999999999996,530.49,494.85999999999996,508.28999999999996,527.3,518.79,544.3,529.18,545.45,524.24,491.84,463.55999999999995,368.04,36743.02
06.554.091/0001-93-P DE S LAGOA DOS CAVALOS,360,352,530,352,492,533.44,486.4,508.8,520,883.2,904.52,245.82000000000002,747.44,569.77,798.72,524.1,352,352,352,595.27,740.27,641.17,1.02,486.07,220.01999999999998,572.31,521.8,571.78,477.65,425.92,573.8199999999999,176.46,95.88,574.39,751.1999999999999,571.5300000000001,0,1145.7299999999998,574.29,573.3000000000001,0,1146.2299999999996,309.90000000000003,574.17,566,0,689.62,353.41999999999996,392.41,408.29,402.19999999999993,358.3,363.5999999999999,365.5899999999999,343.05999999999995,317.67,333.97,347.79,321.03999999999996,274.96,287.44,533.44,28843.189999999995
06.554.091/0001-93-P DE S MALHADA VERMELHA,350.2,240,400,530,574,716.8,883.2,894.4,1525.87,942.38,860.8,883.2,1155.56,894.4,1213.7600000000002,1165.3100000000002,0,704,704,1031.93,704,1061,0,786.27,786.27,924.75,925.24,924.4200000000001,817.65,818.24,925.1300000000001,200.43,143.31,718.57,411.47999999999996,581.34,0,1447.9799999999998,665.49,215.22,0,395.76,351.38,630.38,663.33,698.0700000000002,761.4199999999998,380.53,470.66,476.9000000000001,500.75,445.2899999999999,466.18999999999994,174.66,387.88,509.3699999999999,511.19,466.63,521.03,469.08,465.32000000000005,408.2,38880.62000000002
06.554.091/0001-93-P DE S MARAVILHA,983.71,1320.7,1691.84,2785.92,1775.66,1509.92,1802.42,905.6,976.02,1249.89,991.44,1091.4,1182.67,883.2,1143.89,1169.9,898.3100000000001,704,704,1086.5,704,963.59,0,918.49,919.22,1081.62,1081.0700000000002,1082.17,881.97,851.84,1082.06,362.1,225.42,665.0400000000001,625.71,485.65,0,1529.32,731.93,767.61,0,1440.2299999999998,422.56,637.67,630.02,655.9799999999999,642.8000000000001,366.75999999999993,505.03999999999996,459.4199999999999,487.59000000000003,522.9699999999999,483.9299999999999,457.17999999999995,481.29,502.61,480.9699999999999,496.02,496.36,430.75999999999993,427.88000000000005,641,51484.840000000004
06.554.091/0001-93-P DE S MORROS,404.26,352,620.47,400,660,558.24,553.6,531.2,1561.48,883.2,933.1800000000001,838.4,1124.02,860.8,838.4,1264.7600000000002,704,704,704,704,704,1059.98,0,763.6,763.6,898.0300000000001,896.23,896.21,801.77,704,897.12,205.53,139.23,757,835.12,738.77,0,1796.2800000000002,898.1899999999999,864.5900000000001,0,1690.15,384.46,802.88,711.0699999999999,721.5,816.5600000000001,427.03,519.43,501.73999999999995,536.3999999999999,0,480.91,190.76,192.96,183.36999999999998,183.29999999999998,174.41000000000003,177.29000000000002,110.24,283.71999999999997,440.08,39347.520000000004
06.554.091/0001-93-P DE S SANTA RITA,767.05,956.88,874.36,1056.55,1684.92,1161.92,1451.59,513.28,1084.55,575.61,531.2,531.2,854.03,352,497.6,916.82,352,352,352,352,352,584.56,0,328.89000000000004,565.0699999999999,666.57,666.5699999999999,666.5699999999999,511.53,510,666.5699999999999,276.93,201.96,666.5699999999999,426.78999999999996,599.8299999999999,0,983,460.09000000000003,463.64,0,453.0799999999999,299.92,423.90999999999997,379.27,370.84999999999997,410.28000000000003,231.46,336.72999999999996,321.76,317.29,319.78,320.26,327.8999999999999,376.56,341.71,327.28,329.59,276.40000000000003,255.00000000000006,240.75999999999996,471.79999999999995,31946.28999999999
06.554.091/0001-93-P DE SAUDE LAGOINHA,664.3199999999999,388.01,380,397.92,740,716.8,508.8,531.2,894.4,1331,1042.3899999999999,1103.0900000000001,1020.94,1119.8200000000002,838.4,838.4,704,994.7,862.61,960.02,1060.49,926.87,976.5400000000001,772.78,772.78,907.87,908.76,909.1600000000001,802.1899999999999,802.56,909.6700000000001,244.79999999999998,160.65,578.81,625.87,807.88,0,1489.3099999999997,754.92,746.8499999999999,0,1608.92,366.30000000000007,685.3900000000001,445.1,536.89,776.11,417.13999999999993,410.5,385.08,404.86999999999995,406.00999999999993,395.95,756.68,377.03,390.71,383.19999999999993,393.22,363.6,331.68,338.52,436.16,41804.64
06.554.109/0001-57-P DE S ARTUR PASSOS,0,0,0,0,0,0,153.51,607.9200000000001,190.23,377.90999999999997,0,0,0,0,0,0,0,0,59.67,0,0,0,0,0,0,690.88,690.96,692,690.96,692,692,692,692,692,777.6800000000001,745.04,751.16,755.24,781.7600000000001,692,692,692,194.88,781.7600000000002,781.7600000000001,0,0,0,597.76,1,0,0,0,0,428.14,604.66,747.33,780.7900000000002,794.0999999999999,378.85999999999996,605.5100000000001,753.9300000000001,20951.4
06.554.109/0001-57-P DE S BARRA LANCE,0,0,0,0,0,0,602.31,602.82,175.95,444.72,0,0,0,0,0,0,0,0,52.02,0,393.21,0,0,0,0,706.56,705.92,704.96,705.44,706,706,704.64,705.36,704.96,823,821.24,822.28,818.2,822.28,706,706,706,198.24,822.28,822.7900000000001,1559.56,416.48,835.4,527,725.12,0,0,0,0,586.45,438.32,419.28000000000003,667.75,750.12,559.88,447.2,822.7800000000001,25444.52
06.554.109/0001-57-P DE S PRATA,0,0,0,0,0,0,619.14,164.22,528.87,352.92,0,0,0,0,0,0,0,0,56.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.85,388.46999999999997,112.26,143.3,95.63,87.48,207.3,152.7,2942.7500000000005
06.554.109/0001-57-P DE S TRAIRA,0,0,0,0,0,0,0,0,516.12,244.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457.76,458.24,458,448.48,436.48,457.52,430.4,185.6,456.64,332,458.24,458.08000000000004,458,456.96000000000004,291.2,458,0,131.04,458,458.37,442.73,0,0,234.07999999999998,234.95999999999998,0,0,0,0,729.15,757.8000000000001,537.37,1050.13,903.13,504.76,697.94,932.14,15533.609999999999
06.554.109/0001-57-P M DE JERUMENHA,1155.92,1033.78,1122.3300000000002,1261.71,0,1402.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5976.49
06.554.109/0001-57-P S EXTREMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.56,448,448,448,448,448,448,448,445.92,446.88,448,448,448,448,448,448,448,129.92,448,448,836.96,0,447.68,447.04,447.92,0,0,0,0,721.1600000000001,934.0800000000002,304.08,617.84,613.52,377.44,344.76,543.96,15273.720000000001
06.554.117/0001-01-P DE S ABRAO ROCHA,0,0,0,0,0,0,0,100.47,94.35,0,119.85,86.19,0,0,64.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465.62999999999994
06.554.117/0001-01-UBS DE LANDRI SALES,1454.52,1100.16,899.88,1434.2,1006.64,1339.2400000000002,1374.96,0,0,550.8,813.96,571.2,1374.96,1374.9599999999998,1125.57,1374.96,1374.96,1374.96,1183.29,1374.96,1319.91,1296.42,1077.63,799.72,799.6800000000001,941.97,942.11,726.07,899.2100000000002,887.22,628.2,482.9699999999999,854.5600000000001,941.9699999999999,646.5899999999999,897.5500000000001,942.18,868.7399999999999,942.19,921.5700000000002,148.62,570.79,562.62,929.8199999999999,942.0600000000001,1314.42,519.08,942.06,889.02,986.1,966.4800000000001,917.68,916.96,942.1800000000001,1078.8,1078.8,1078.8,1078.0800000000002,1078.8,1009.4400000000002,989.0400000000001,756.28,58616.570000000014
06.554.117/0002-84-HOSP MUNIC SAGRADO CORACAO DE J,0,0,0,0,0,0,0,0,0,0,0,0,3502.3799999999997,3328.77,2920.26,3495.0299999999997,3432.81,3495.0299999999997,3495.0299999999997,3495.0299999999997,3495.0299999999997,3495.0299999999997,0,2857.53,6352.5599999999995,6352.5599999999995,4682.53,4287.21,4694.69,4263.75,3494.5199999999995,5134.389999999999,4601.05,5009.219999999999,4222.09,4827.6900000000005,4749.580000000002,3737.55,4727.37,4065.1099999999997,1461.66,4166.09,3946.39,3155.83,3463.55,4608.74,3635.57,3144.25,3277.47,5188.59,2391.1399999999994,2360.02,1600.1100000000001,2043.87,1907.81,2284.64,1431.3000000000002,1773.4399999999998,1844.9599999999994,2139.62,1774.9099999999996,1953.3299999999995,171767.08999999997
06.554.125/0001-40-C S DE MANOEL EMIDIO,1437.52,762.96,0,1199.52,0,1250.4,2697.95,2622.45,2671.2,3136.0299999999997,3018.2799999999997,3381.64,2634,2880,2835.2,2851.6,0,3891.6599999999994,3261.12,2853.12,2771.59,2512.8,2919.71,2354.04,2037.59,2375.44,2291.65,2346.6099999999997,2376.36,1969.91,1909.76,2390.01,2134.81,1985.21,2144.76,2015.14,2200.2,0,2679,4776.58,0,3737.0299999999997,454.1,536.5300000000001,559.27,573.3,559.27,550.92,186.08,500,388.41999999999996,532.12,683.04,555.04,644.64,640.8,569.12,609.84,608.38,569.9200000000001,1217.38,1125.14,105376.15999999999
06.554.125/0001-40-CSI DE MANOEL EMIDIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.34,249.6,249.99,249.6,297.99,250,250,249.76,355.63,249.67000000000002,249.25,258.67,231.82999999999998,147.25,285,286.78,366.1,414.52,736.78,5607.759999999999
06.554.125/0001-40-P DE S AGUA BRANCA,0,0,0,246.84,860.3699999999999,847.0899999999999,772.54,763.97,180,958.62,1026.07,592.96,272,264,214,841.71,0,692.6800000000001,294,284.82,763.06,352,686.0799999999999,386.6,386.51,427.34,427.17,547.55,427.32,427.15999999999997,522.74,519.11,426.91999999999996,427.3,520.69,427.22,426.90999999999997,426.90999999999997,427.02,427.02,426.90999999999997,427.02,354,254.51,303.47,254.51,303.47,204.56,254.99,243.92000000000002,61.879999999999995,185.29999999999998,253.97,525.87,254.98999999999998,254.76,254.05,255.81,255.78,255.64000000000001,299.83,292.33,24671.870000000003
06.554.125/0001-40-P DE S BOA VISTA,0,0,0,0,452.88,664.86,188.52,441.65999999999997,0,218.28,183.6,269.28,749.7,0,0,372.81,0,0,479.4,0,242.25,341.7,417.18,80.58,80.58,94.86,94.86,200.94000000000003,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,0,94.86,158.1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6965.359999999995
06.554.125/0001-40-P DE S CALDEIRAO VENEZA,0,0,0,0,0,332.44,106.51,220,225.8,238,373.96,450.12,929.26,302,262,738.44,0,314,733.59,701.35,737.26,369.63,196.86,256.51,256.51,301.53,344.37,344.49,301.53,301.53,344.37,344.36999999999995,301.53,301.53,301.57,301.5,301.53,301.69,301.92,301.53,301.69,301.92,301.7,211.68,567.47,259.68999999999994,567.47,140.81,124.72,181.98,59.76,228.23000000000002,212.75,259.68,200.96,205.18,202.88,162.76,169.62,190.64,224.96,109.94,17625.72
06.554.125/0001-40-P DE S CORRENTE DAS FLORES,0,0,0,0,0,164,184,180,978.79,290,300,330,352,947.6800000000001,932.5,170,260.04,186,96,608.7,140,518.9100000000001,0,315.86,315.94,371.86,430.69999999999993,430.68,371.7,371.73,430.91999999999996,371.81,371.49,371.61,430.62000000000006,371.68,371.49,371.73,430.55999999999995,430.56,371.73,430.80999999999995,371.14,226.76,298.76,260,298.76,103.28999999999999,166.48000000000002,194.11,59.76,209.18,215.66000000000003,255.92000000000002,183.76,230.04000000000002,183.5,168.22,151.63,266.58,241.18,162.5,18249.33
06.554.125/0002-20-POSTO DE SAUDE DO RECREIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,235.82000000000002,250,249.78,82.05,235.94000000000003,249.64000000000001,369.92,249.94,249.7,249.1,235.95,235.85,235.93,276.09000000000003,297.18,3952.8899999999994
06.554.133/0001-96-C S DE MARCOS PARENTE,1299.48,1438.01,725.8399999999999,1434.6599999999999,0,957.97,470.22,477.36,526.83,510.11,475.42,382.76,350.2,416.34,457.35,215.28,198.9,192.6,0,382.6,359.04,356.49,355.98,314.16,330.99,0,263.16,519.69,103.02,111.18,150.45,155.04,155.55,215.73,193.8,167.79,96.9,107.1,84.15,86.19,107.1,116.79,0,192.96,130.17000000000002,331.73,309.51,351.09000000000003,173.39999999999998,613.5,613.52,613.42,613.5600000000001,0,0,613.8000000000001,301.91999999999996,0,0,0,0,150.3,20271.11
06.554.133/0001-96-P S BAIXA DO REGO,0,0,0,0,0,0,191.25,153.51,133.11,166.26,149.94,137.19,109.65,147.39,109.65,78.03,99.96,162.18,0,248.88,125.46,151.98,143.82,115.77,115.77,0,128.01,268.77,125.46,83.64,49.47,90.78,98.94,88.23,119.34,87.21,72.93,64.26,41.31,0,64.26,44.37,0,63.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4030.7300000000005
06.554.133/0001-96-P S COCAL,0,0,0,0,0,0,166.26,157.08,159.63,163.2,149.43,123.42,105.06,125.97,180.54,73.44,129.54,109.65,0,263.16,144.84,115.26,166.77,116.28,116.28,0,0,136.68,132.09,118.32,78.54,98.43,114.75,119.85,136.68,93.84,90.27,87.21,41.31,98.43,87.21,56.1,0,104.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4159.9400000000005
06.554.133/0001-96-UBS DE MARCOS PARENTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527.6,527.6
06.554.141/0001-32-P DE S ENSEADA,1071.08,1107.15,937.6800000000001,915.63,1094.06,1175.6399999999999,1079.49,1310.6100000000001,1092.8400000000001,746,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.2,0,412,412,412,412,412,413.02,108.64,925.4000000000001,976.4000000000001,680.1999999999999,680.72,308.52,381.68,281.71999999999997,93.84,358.43999999999994,389.12,409.44,339.64000000000004,333.6,276.59999999999997,310.0400000000001,343.8,357.20000000000005,376.32,277.12000000000006,22053.839999999997
06.554.141/0001-32-P DE S ESCONDIDO,1086.35,1075.49,926.97,932.02,1109.44,1168.23,1052.3,1309.5900000000001,1100.96,920.13,730,632.4,744.4,0,902.8,0,714,954,1054,938,1056,1032,680,640,640,754,754,754,754,0,0,0,755.02,642,755.02,755.02,754,754,754,754,754,755.02,165.48,870.7599999999999,876.4,766.8000000000001,796.8,443.68,415.9599999999999,334.56,114.24000000000001,372.00000000000006,445.43999999999994,459.72,383.52,433.1599999999999,371.9200000000001,381.96000000000004,435.20000000000005,471.92,488.19999999999993,405.36000000000007,41280.23999999999
06.554.141/0001-32-P DE S MARMELADA,1165.8,1187.97,1011.63,924.53,1159.7,1207.3899999999999,1054.15,1342.94,1103.04,562,833.29,767.89,861.46,1301.42,1100.17,190.74,1083.54,1136.58,1109.04,1125.87,757.44,1092.72,972.53,796.51,407.35999999999996,937.02,937.02,937.02,937.02,0,0,0,609.76,935.2,936.2,544,900.48,936,936,936,936,943.14,166.52,856.6400000000001,822.2400000000001,787.96,791.8400000000001,433.36,437.63999999999993,283.23999999999995,122.39999999999999,419.03999999999996,407.28000000000003,436.75999999999993,386.87999999999994,323.8,281.52,310.20000000000005,349.11999999999995,366.55999999999995,372.55999999999995,216.39999999999998,45188.529999999984
06.554.141/0001-32-P DE S SUSSUAPARA,1159.17,1162.19,1003.47,937.17,1191.64,1240.58,1084.8400000000001,1311.83,1083.78,1261.49,728.66,1027.3400000000001,750.71,1407.62,1107.31,191.76,1409.2,2038.75,2130.81,2258.1099999999997,2141.99,2179.69,2138.9300000000003,949.02,949.02,1116.51,1116.51,1116.51,1116.51,0,0,0,1116.58,897.12,1114.96,1116.51,1116,1116,1116,1116.51,1116,1116.51,175.6,1239.24,1010.1600000000001,1024.84,936.1600000000001,512.96,514.4399999999999,287.71999999999997,99.96000000000001,469.96,525.1200000000001,531.3199999999999,433.59999999999997,531.44,473.59999999999997,488.8,535.96,533.8399999999999,541.2,476.56000000000006,59595.79000000001
06.554.158/0001-90-CS II DE FLORES DO PIAUI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1931.77,1998.97,1998.56,1543.6499999999999,1998.9099999999999,1998.59,1121.37,1997.93,1997.98,1319.6100000000001,1687.84,2212.8800000000006,707.16,2443.6299999999997,1825.5800000000002,3952.629999999999,3070.44,7002.2599999999975,4079.4099999999985,3016.6299999999997,3938.019999999999,4192.74,3863.85,3623.0299999999993,3542.44,3785.2999999999993,3767.589999999999,4190.519999999999,78809.29
06.554.158/0001-90-P DE S CAMPESTRE,0,0,0,0,0,0,0,0,0,0,265.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948.82,50.49,634.9499999999999,378.93,408.51,505.40999999999997,633.0199999999998,633.66,113.73,632.9200000000001,634.8,623.7799999999999,633.07,154.41000000000003,573.14,0,417.46999999999997,417.46,416.14000000000004,417.53,417.56999999999994,417.56999999999994,417.68,417.44,417.46000000000004,419.26,419.11999999999995,417.5999999999999,667.64,831.3599999999999,14336.139999999998
06.554.158/0001-90-P DE S LAGOA DOS CAVALOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618.12,324.87,352.40999999999997,175.95,617.3900000000001,618.12,47.43,616.25,589.44,617.9499999999999,614.6300000000001,0,580.8,0,473.8299999999999,486.16,490.35,488.17999999999995,498.8800000000001,498.88,498.8399999999999,485.98,495.06,494.14,476.2,486.13,0,571.3800000000001,12217.369999999999
06.554.158/0001-90-P DE S PAJEU,0,0,0,0,0,0,0,0,0,0,261.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.15999999999997,515.61,787.44,785.4,652.8,772.14,785.8299999999999,787.4400000000002,284.58,786.3100000000001,787.0600000000001,725.12,787.1000000000001,0,369.15999999999997,0,655.03,650.4099999999999,649.0400000000001,648.97,647,634.71,650.64,646.67,646.36,646.8,599.7600000000001,652.4799999999999,1018.6599999999997,1125.6699999999998,19222.47
06.554.158/0001-90-P M DE FLORES DO PIAUI,0,959.3100000000001,1002.6600000000001,36.72,677.79,0,0,0,0,0,0,499.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3175.8400000000006
06.554.166/0001-36-P DE S JACARECANGA,0,0,0,0,0,0,117.81,0,124.44,106.08,132.6,60.18,277.44,234.09,96.9,170.34,362.1,241.74,258.06,272.34,0,221.85000000000002,301.41,202.98,183.6,74.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.31,233.31,233.31,233.31,0,0,0,0,0,0,0,4372.17
06.554.166/0001-36-P DE S MAE JOANA,0,0,0,0,0,0,97.41,0,145.35,107.61,118.83,47.94,142.8,218.79000000000002,145.35,86.19,370.26,278.97,314.15999999999997,538.5600000000001,504.39,198.39,274.89,186.66000000000003,186.66000000000003,28.05,0,0,0,0,0,185.64,181.05,165.75,191.25,207.05999999999997,181.56,184.11,0,210.00000000000003,39.27,217.14,73,208.46,183.65,552.85,586.9900000000001,427.76,586.88,586.88,658.6,470.25,470.25,413.14,532.1700000000001,378.52,463.78,470.25,470.25,594.06,754.21,428.32000000000005,15064.36
06.554.166/0001-36-P DE SAUDE CAICARA,1481.72,1540.79,867.96,865.61,614.5799999999999,974.55,118.32,0,119.34,621.29,165.75,543.15,138.72,148.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8200.19
