 Produção Ambulatorial_Estabel. com cod. SIA_até out/99,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63
16.899.700/0001-08-POSTO DE SAUDE BOM JESUS DA VER,0,0,0,0,0,0,0,0,0,0,0,388.11,239.7,239.7,238.68,239.7,239.19,221.34,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,234.6,233.07,0,0,701.25,238.68,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,239.7,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,12328.619999999997
16.899.700/0001-08-SEC. MUN. DE SAUDE DE IBIAI,7345.22,9195.22,9187.750000000002,0,2029,5984.019999999998,8411.39,8641.720000000001,9005.21,8873.730000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68673.26
16.901.381/0001-10-CAMPANHA COLO UTERINO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,98
16.901.381/0001-10-CENTRO SAUDE LAGOA DOS PATOS,0,0,0,0,0,0,0,0,0,0,7606.55,7614.569999999999,7010.89,9415.409999999998,7481.210000000001,8266.29,6982.570000000001,3535.06,3583.56,0,8333.74,3307.45,3453.8500000000004,3970.0099999999993,3488.0499999999993,4200.630000000001,5140.71,2087.27,2344.2599999999998,2237.0299999999997,1986.5499999999997,5456.170000000001,5324.1799999999985,5835.209999999999,5889.479999999999,6813.78,6845.8200000000015,7221.099999999998,4346.230000000001,5828.35,4460.8,4424.7,3388.29,6310.370000000002,5202.99,5456.939999999998,5198.0199999999995,5753.92,4973.039999999997,6647.089999999999,7170.0999999999985,6759.799999999999,6785.130000000003,6768.830000000001,6768.830000000001,5414.97,5768.499999999999,6402.78,6643.619999999999,5980.220000000001,5943.8,6406.749999999999,284235.47000000003
16.901.381/0001-10-SEC. MUN. SAUDE DE LAGOA DOS PA,896.75,1554.0900000000001,140.18,88.65,84,2767.62,2523.28,5046.99,5073.990000000001,5083.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23258.76
16.906.935/0001-71-HOSPITAL REGIONAL DOM BOSCO,8615.769999999999,5434.549999999999,6290.709999999999,6678.25,8954.23,6567.460000000002,7352.55,5479.449999999997,8758.990000000002,7012.049999999999,8050.320000000002,6687.7300000000005,6229.25,6683.580000000001,5020.559999999999,6851.679999999999,6991.959999999999,5524.280000000001,6915.56,6253.999999999999,7518.72,7535.789999999999,6727.860000000001,7246.330000000002,7417.579999999999,7327.369999999997,7643.680000000001,9546.880000000001,8221.039999999999,6997.269999999999,5908.240000000001,7213.1,8125.309999999999,8642.510000000002,7985.019999999998,7389.4000000000015,7896.529999999999,8424.489999999998,7762.710000000003,7446.5099999999975,7033.459999999999,6660.120000000001,3959.5900000000006,2532.4999999999995,5786.700000000002,12261.42,5200.88,6015.839999999997,5883.49,5977.5,5419.46,6776.809999999999,7052.259999999998,4889.120000000001,3829.700000000001,3030.6099999999997,2355.2700000000004,2409.87,3167.0500000000006,3713.56,3125.1600000000003,3586.7399999999993,399996.38
16.908.600/0001-92-SANTA CASA DE MISERIC DE ARAXA,36481.92,46426.66000000001,46158.10999999997,37848.82,43822.29999999998,43532.61999999997,45527.96,43827.77999999999,41347.31999999999,42649.84000000001,45390.63999999999,47555.130000000005,41375.34000000001,43760.32000000001,46852.12000000001,40029.88,45352.130000000005,42215.69000000001,45130.55000000002,45456.33999999999,47077.640000000014,46988.919999999984,44728.00000000001,44565.770000000004,44664.35000000001,45083.579999999994,45469.32000000001,45065.47,45219.719999999994,47802.45,47363.01,45870.740000000005,46240.01,54403.37000000101,56281.75000000045,54581.10000000054,53886.57000000053,56590.28000000053,53689.28000000061,55562.84000000045,57166.290000000554,57860.92000000044,54471.53000000043,43893.58000000052,55808.500000000575,68910.46000000015,58073.960000000436,59005.84999999996,67118.46999999999,64512.78999999993,64305.91999999982,66453.34999999993,67588.15999999986,16800.73000000001,18154.160000000007,16636.790000000005,13536.370000000006,11110.12,13468.170000000007,12305.190000000004,13048.430000000006,13535.680000000006,2765641.060000008
16.920.928/0001-24-HOSPITAL HAROLDO TOURINHO,38603.079999999994,44991.02000000001,35094.17999999999,39291.030000000006,41320.15000000001,42015.379999999976,53448.51,55128.53000000003,58298.219999999994,63321.90999999997,61885.79000000001,78468.32999999996,62015.090000000004,61794.67000000001,54542.21999999997,70399.26999999997,68378.26000000001,62619.86999999998,28286.699999999993,50277.37999999999,46325.459999999985,32916.29000000001,36052.759999999995,35781.22000000001,32427.540000000008,33250.63,33229.40999999999,29115.979999999992,35765.11,39254.98999999999,36320.55000000001,38010.06000000001,38646.41000000002,49114.77999999999,106210.41000000002,50662.60999999999,53294.56000000003,49794.82000000001,51003.999999999985,37655.09999999999,37269.39,36016.81,3583.8800000000006,58889.91,41962.430000000015,50940.97999999998,91222.83000000002,56303.44000000001,56500.73000000002,55184.70000000002,55435.049999999996,53493.00000000001,51139.30999999999,56736.10999999998,49210.90000000001,49904.81,53232.92000000003,59400.09,57443.570000000036,60971.280000000035,59831.59000000001,60420.080000000016,3090106.0899999994
16.925.208/0001-51-CENTRO DE SAUDE RIACHO DOS MACH,0,0,0,0,0,0,0,0,0,0,6973.66,6982.210000000001,8891.98,2366.95,8940.85,8915.08,8919.25,8890.62,8925.03,8926.869999999999,8944.32,8346.049999999997,8360.88,8372.9,8374.199999999999,8393.51,8393.999999999998,355.56,16480.25,8405.999999999998,8443.99,8453.18,8462.73,8551.19,11696.12,11909.88,12010.310000000001,12504.699999999999,12966.39,9911.359999999999,7551.209999999999,7551.86,6592.289999999999,13186.909999999998,9580.570000000002,9276.25,9302.929999999998,10431.869999999999,15537.09,5313.650000000001,25068.179999999997,25707.279999999995,26077.749999999993,26074.43999999999,26073.160000000007,26076.749999999996,26074.490000000005,26075.969999999998,26072.84999999999,26074.659999999996,26070.889999999996,26077.460000000003,673918.5299999999
16.925.208/0001-51-CLINICA ODONTOLOGICA,0,0,0,0,0,0,0,0,0,0,5059.799999999999,5065.07,8714.41,8722.54,8724.81,8722.71,8722.97,8722.4,8722.34,8724.39,8723.12,8725.26,8725.85,8726.59,8725.38,8721.560000000001,8724.45,8721.83,8721.72,8726.199999999999,8725.03,8726.039999999999,8726.01,8724.720000000001,8726.27,5671.79,5672.530000000001,5671.5599999999995,5671.44,6168.65,6168.22,6169.25,4470.29,11817.589999999998,6169.209999999999,6169.559999999999,6168.01,6169.150000000001,6168.299999999999,6029.219999999999,6167.340000000001,6169.27,6169.509999999999,6169.59,6169.160000000001,6169.499999999999,6169.23,6169.53,6169.15,6168.549999999999,6169.52,6169.49,379156.08000000013
16.925.208/0001-51-POSTO DE SAUDE VILA SANTA RITA,0,0,0,0,0,0,0,0,0,0,235.62,235.62,235.62,235.62,235.62,235.62,235.62,235.62,235.62,235.62,235.62,235.62,235.62,235.62,235.62,235.62,235.62,235.62,235.62,235.62,235.62,235.62,235.62,235.62,235.62,153,153,153,153,123.93,123.93,123.93,0,246.15,124,123.61,123.93,123.93,123.93,123.93,123.93,123.93,123.92999999999999,123.92999999999999,123.92999999999999,123.93,123.93,123.92999999999999,123.92999999999999,123.93,123.92999999999999,123.93,9350.930000000002
16.925.208/0001-51-POSTO SAUDE BEM QUERER,0,0,0,0,0,0,0,0,0,0,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,210.63,210.63,210.63,210.63,170.85,170.85,170.85,0,341.52,170.69,170.85000000000002,170.85,170.85000000000002,170.85000000000002,170.85,170.85,170.85,170.85,170.85,170.85,170.85,170.85,170.85,170.84999999999997,170.84999999999997,170.85000000000002,170.85,12893.480000000003
16.925.208/0001-51-SEC. MUN. SAUDE RIACHO DOS MACH,13571.8,13588.990000000003,13760.93,13644.310000000001,13679.270000000002,13751.9,13697.420000000004,13716.019999999997,13734.75,13760.820000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136906.21
16.925.208/0001-51-UNID SAUDE FAMILIA V SANTA RITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2396.11,0,4793.18,2395.63,2395.47,2395.23,2397.15,2395.39,1398.56,593,2972.64,2397.52,2399.6,2399.6,1788.04,1899.6000000000001,2056.2400000000002,2089.12,2230.28,2222.12,2222.12,2168.4,2152.7599999999998,2399.6,2399.6000000000004,2399.6,2399.6,2391.44,2399.6,64547.2
16.925.208/0001-51-UNIDADE DO PSF BAIRRO DE LOURDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5947,2254.3599999999997,2254.2799999999997,1846.48,2254.2799999999997,2253.56,2253.24,2253.08,1846.56,621,3045.16,2371.88,2373.32,2373.32,2303.4799999999996,2372.64,2333.56,2228.31,2372.72,2372.28,2372.36,2372.96,2372.5600000000004,2373.1600000000003,2372.2799999999997,2373.28,2373.32,2373.32,2373.32,69287.07
16.926.479/0001-21-HOSP TACITO FREITAS COSTA,0,15063.000000000004,7247.51,8043.999999999999,7704.510000000003,7413.839999999999,5687.850000000001,4233.01,4411.65,4905.6900000000005,3892.3900000000003,3610.31,3998.4600000000005,9751.890000000001,9479.400000000001,5905.639999999999,6602.580000000001,11527.620000000004,11527.620000000004,11386.840000000002,11401.320000000003,10898.310000000003,10553.910000000003,10873.570000000005,10891.710000000001,10891.710000000001,10970.130000000001,10899.380000000001,11147.08,10858.650000000001,10683.360000000002,10517.85,7315.78,9299.38,0,17412.01,8090.509999999999,9508.609999999999,10882.930000000002,11058.17,11180.539999999997,10908.849999999999,7554.300000000001,10556.130000000001,12043.589999999998,10820.82,10342.340000000002,11389.41,7878.54,7860.800000000001,7785.85,10081.739999999998,8882.119999999999,9172.43,11089.669999999998,10072.16,10100.519999999999,10083.159999999998,10097.68,10074.7,10070.909999999998,10101.380000000001,564695.82
16.927.048/0001-80-LABORATORIO CARLOS CHAGAS LTDA,1727.1499999999999,1726.5,1723.3400000000001,1139.41,1653.9500000000003,1350.3700000000001,1726.4099999999999,1723.23,1714.8500000000004,1720.1599999999999,939.5,1012.49,549.3100000000001,1681.0299999999997,931.49,931.47,924,1088.0099999999998,646.8,1384.9499999999998,1441.09,2785.4899999999993,1920.0599999999997,1236.54,1196.59,2112.26,2208.3099999999995,2289.4900000000007,1760.6500000000005,2178.23,1214.73,2184.39,2722.51,6111.570000000001,3265.3000000000006,3556.23,3273.3500000000004,3003.39,3568.9499999999994,5401,2499.53,2354.8300000000004,2455.0199999999995,2992.3199999999997,2656.6299999999997,2760.5599999999995,2735.8,3411.7099999999996,2847.05,2416.79,1999.08,2011.69,1995.9999999999998,2003.81,2142.5,2625.8900000000003,1789.45,2112.71,2145.13,1997.82,2015.4900000000002,1971.3199999999997,131665.68000000005
16.928.483/0001-29-CAMPANHA COLO UTERO DE S.J.DA P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,273
16.928.483/0001-29-CENTRO DE SAUDE SAO JOAO DA PON,0,0,0,0,0,0,0,0,0,0,4661.75,4547.179999999999,7962.740000000001,6669.240000000001,7164.430000000001,7739.619999999999,7573.9400000000005,7313.579999999998,5842.759999999998,7196.599999999999,7154.49,7271.510000000001,8809.199999999999,8576.580000000002,9310.09,9085.16,9307.52,9471.18,9667.86,7441.890000000001,9603.619999999999,7479.400000000001,9552.98,9611.4,9574.23,9700.53,7521.4,9626.13,9613.200000000003,9614.28,9514.050000000003,9492.56,9025.199999999999,8625.150000000001,9687.57,9336.07,11851.430000000002,11186.060000000003,14458.609999999999,13947.529999999999,14402.81,14357.799999999997,15819.14,16355.980000000003,16416.510000000002,16434.71,16932.280000000002,16820.47,16527.780000000002,16870.13,16551.52,16082.029999999999,545359.8800000002
16.928.483/0001-29-POSTO DE SAUDE AGRESTE,0,0,0,0,0,0,0,0,0,0,198.3,199.95,199.87,199.67,199.79,199.79,199.67,193.2,190.85,173.9,179,171.7,166.8,178.65,167,192.3,183,190.3,199.4,180.1,199.83,199.83,199.91,199.75,199.83,199.83,199.87,199.91,199.75,199.83,199.71,199.55,199.62,199.59,199.78,199.55,199.63000000000002,199.62,407.07,405.97,406.67,406.98,406.7,406.76,406.76,406.66999999999996,403.76,387.58,394.57,401.26,396.72,399.15999999999997,12995.26
16.928.483/0001-29-POSTO DE SAUDE CONDADO NORTE,0,0,0,0,0,0,0,0,0,0,199.95,199.52,199.83,199.63,199.75,199.83,194.85,199.83,199.91,193.4,183.2,171.9,147.5,179,199.83,199.67,199.83,199.52,199.87,199.52,199.75,199.87,199.71,199.79,199.55,199.91,199.83,199.91,199.79,199.59,199.71,199.98,199.6,190.61,199.76999999999998,199.64,199.69,199.63,406.69000000000005,406.7,406.81,407.03999999999996,406.75,407.15999999999997,406.96000000000004,407.05999999999995,407.03999999999996,406.86,385.76,388.95000000000005,378.74,375.75,13050.939999999999
16.928.483/0001-29-POSTO DE SAUDE DINIZLANDIA,0,0,0,0,0,0,0,0,0,0,137.5,161.35,199.75,199.87,191.28,199.71,197.36,199.79,191.28,175,199.52,199.6,195.4,193.75,197.4,199.79,199.95,199.75,199.83,199.91,199.79,199.91,199.79,199.83,199.87,200,199.52,194.85,198.3,199.63,199.51,199.94,199.68,199.6,199.83,199.69,199.75,199.63,283.94,283.78999999999996,283.99,283.90999999999997,283.67,283.67,283.71,283.86,283.5,283.86,277.07,276.97,283.84,283.92,11386.61
16.928.483/0001-29-POSTO DE SAUDE OLIMPIO CAMPOS,0,0,0,0,0,0,0,0,0,0,178.1,166.45,199.95,199.79,199.83,199.87,199.52,195.05,199.99,194.3,198.3,175,151.15,159.43,183.75,182.1,199.79,199.67,199.83,199.95,199.52,199.91,199.99,199.87,199.79,199.52,199.95,194.42,198.38,199.55,199.94,199.51,199.63,185.61,199.76,199.59,199.62,199.61,407.11,407.07,406.72,407.03,406.71000000000004,406.72,406.8,406.86,384.97,386.76,382.96,372.81,358.70000000000005,356.19,12853.4
16.928.483/0001-29-POSTO DE SAUDE SIMAO CAMPOS,0,0,0,0,0,0,0,0,0,0,161.35,190.3,199.83,199.71,195.75,199.91,199.63,199.75,199.87,178.1,180.1,165.7,173,186.38,199.52,199.91,199.52,199.87,199.52,199.87,199.99,199.83,199.95,199.75,199.75,199.91,199.91,199.83,199.59,199.71,199.63,199.86,199.68,189.08,199.75,199.6,199.61,199.64,283.67,283.67,283.78999999999996,283.67,283.67,283.67,283.67,283.67,283.99,267.40999999999997,283.98,276.47,283.89,282.89,11360.769999999997
16.928.483/0001-29-POSTO SAUDE STO ANTONIO BOA VIS,0,0,0,0,0,0,0,0,0,0,179.2,175,199.79,199.91,190.34,199.79,199.63,199.75,199.87,187.2,182.1,163.35,175,184.3,200,199.83,199.59,199.75,199.91,199.56,199.87,199.71,199.87,199.95,199.67,199.87,199.79,198.85,199.71,199.79,199.67,199.9,199.65,199.59,199.74,199.6,199.64999999999998,199.62,361.01,361.03999999999996,361.02,361.11,360.93,361.15999999999997,360.73,361.15999999999997,360.94,360.76,355.36,341.82,339.68,344.7,12419.79
16.928.483/0001-29-PSF POR AMOR A SAO JOAO DA PONT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1000,1918,1916.88,1612,1163.2,929.04,985.04,929.04,1059.04,1391.6000000000001,1442.64,1457.04,1460.32,1460.24,1460,1460.32,1460.7199999999998,1460.36,1460.76,28026.240000000005
16.928.483/0001-29-PSF PREVEN|AO E O QUE INTERESSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1000,1917.44,1916.88,1693.6,1153,929.04,985.04,929.04,1028.6399999999999,1332.24,1400.6,1416.72,1437.84,1417.84,1459.92,1397.84,1460.48,1460.8,1426.4,27763.360000000004
16.928.483/0001-29-PSF SAUDE E O QUE INTERESSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1000,1918,1916.8799999999999,1652.8,1189.72,979.04,984.3999999999999,1003.4399999999999,1015.4399999999999,1354.72,1411.44,1424.6399999999999,1460.24,1450.24,1434.24,1430.16,1460.56,1460.32,1461.04,28007.320000000003
16.928.483/0001-29-SEC. MUN. DE SAUDE DE S. J. PON,12225.740000000002,12377.75,13495.779999999999,13863.190000000002,13971.69,13761.710000000003,13530.019999999999,12362.3,12685.599999999999,12995.350000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131269.13000000003
16.930.299/0001-13-C A I C JOAO PINHEIRO,0,0,0,0,0,0,0,0,0,0,407.21000000000004,1341.8600000000001,1116.9899999999998,629.51,4085.5999999999995,3537.31,6010.559999999999,6788.560000000001,6455.360000000001,394.24,390.88,394.24,390.88,589.12,402.08,395.36,423.36,388.64,425.6,663.04,711.2,2547.6,3310.6300000000006,3815.56,4170.04,8887.369999999997,7891.32,7891.32,7890.78,7891.02,7156.7699999999995,6883.969999999999,8898.09,5372.3099999999995,2875.76,3412.9299999999994,5371.049999999999,5552.549999999999,5206.419999999999,5191.469999999999,4185.2300000000005,4453.66,4197.12,4162.52,4142.299999999999,4575.26,3774.49,3776.2400000000002,3775.6400000000003,3775.8900000000003,3775.6400000000003,3775.17,194527.72000000003
16.930.299/0001-13-CAMPANHA COLO UTERO JOAO PINHEI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,176,0,0,0,0,0,0,0,0,0,708
16.930.299/0001-13-CENTRO DE SAUDA SANTA MONICA,0,0,0,0,0,0,0,0,0,0,1912.57,2019.9399999999998,3029.82,1942.79,2215.4,1996.27,2874.88,3681.7,2461.42,3726.9199999999996,3679.36,3453.41,3722.61,3783.1099999999997,3442.91,3752.0499999999997,3797.56,3662.7200000000003,3781.6700000000005,3659.5299999999997,3763.56,3587.9999999999995,4375.29,2657.78,2423.43,2431.29,2300.75,2300.75,1801.32,1787.04,3007.6499999999996,3217.8399999999997,2315.98,2830.3100000000004,2572.1500000000005,2572.9300000000003,2573.2000000000007,2512.0000000000005,2364.3499999999995,2211.04,2211.0399999999995,2399.9400000000005,2199.58,2211.3,2211.1899999999996,2208.6,2210.96,2211.35,2211.1,2211.36,2211.36,2210.9799999999996,142912.05999999997
16.930.299/0001-13-CENTRO DE SAUDE ALBERICO RODRIG,0,0,0,0,0,0,0,0,0,0,6794.15,6914.84,5477.820000000001,5487.49,6082.97,5764.610000000001,8519.75,9319.449999999999,10349.089999999998,12589.740000000002,11341.110000000002,12963.69,11616.43,11971.260000000004,12954.69,11657.19,12073.210000000003,12524.679999999997,11704.250000000004,13098.400000000001,12096.379999999996,13046.090000000002,16352.56,15241.59,15547.539999999999,12662.460000000003,15561.429999999997,15561.429999999997,12565.630000000003,12207.949999999999,13434.25,13168.66,12503.999999999996,12179.34,11333.699999999997,11455.25,12168.630000000001,13389.679999999998,8356.449999999999,8106.679999999999,7442.369999999999,7124.419999999999,8321.71,8336.42,8337.83,8336.21,8234.420000000002,8424.18,8329.869999999999,8338.050000000001,8338.67,8339.3,554047.9700000002
16.930.299/0001-13-CENTRO SAUDE I FUND SESP,0,0,0,0,0,0,0,0,0,0,8587.190000000002,6090.67,9497.499999999998,10692.58,4175.719999999999,4460.879999999999,3699.6099999999997,2962.0000000000005,2178.22,4309.98,11847.989999999998,7468.32,6848.410000000001,8593.02,8712.679999999998,6751.630000000001,8512.38,7146.88,8299,6959.2699999999995,6747.450000000001,6875.88,8167.780000000001,10156.480000000001,13855.229999999998,14229.96,14512.800000000003,14512.300000000003,13683.240000000002,13576.25,15286.019999999997,15339.42,14260.4,15508.44,14631.349999999997,14602.94,15094.899999999998,17886.879999999997,14851.499999999998,12955.07,11999.779999999999,12247.070000000002,12911.04,12900.75,12912.959999999995,12911.369999999999,12911.759999999997,12911.759999999997,12909.209999999997,12911.25,12911.75,12980.299999999997,557947.2200000002
16.930.299/0001-13-CENTRO SAUDE J.MAURICIO RODRIGU,0,0,0,0,0,0,0,0,0,0,1200.61,906.86,1463.66,1520.9900000000002,3282.2700000000004,3052.9400000000005,3897.8200000000006,4999.73,4880.719999999999,4891.99,5385.630000000001,4948.12,5189.19,5153.070000000001,4856.599999999999,4747.51,4623.210000000001,4902.32,4554.879999999999,4986.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79444.78000000001
16.930.299/0001-13-CONSULTORIO ODONT QUINTINO VARG,0,0,0,0,0,0,0,0,0,0,3529.86,3737.5599999999995,1269.56,1260.95,509.34000000000003,0,1040.2199999999998,1285.6799999999998,1682.33,1696.53,1402.1799999999998,499.72,1233.6399999999999,1310.56,499.72,826.24,519.1,1138.04,1508.04,1364.52,606.55,1005.5799999999999,1899.89,5182.69,965.2199999999999,6959.459999999999,4824.42,4169.58,4925.219999999999,4396.2300000000005,5182.16,5182.16,3564.36,3819.0499999999997,3692.18,3690.9000000000005,3691.6800000000003,3692.86,3693.4200000000005,3692.9800000000005,3700.7200000000007,3686.07,4058.0800000000004,4057.4800000000005,4059.59,4059.1600000000008,4059.5300000000007,4058.7100000000005,4058.7100000000005,4058.7300000000005,4059.1600000000008,4056.9100000000003,149123.23
16.930.299/0001-13-CONSULTORIO ODONT TANCREDO NEVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1893.56,0,1893.08,2147.43,2147.4299999999994,2228.45,1847.3899999999999,29.04,0,2204.61,2060.0099999999998,2204.61,266.78,533.75,2465.2899999999995,2489.4800000000005,2491.9300000000003,2492.9,2492.06,2491.81,2492.56,2491.81,2492.34,2492.34,2492.6999999999994,46841.359999999986
16.930.299/0001-13-NUCLEO DE VIGILANCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2282.5,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,26282.5
16.930.299/0001-13-POSTO ASSIST MED ODONT J MENDON,0,0,0,0,0,0,0,0,0,0,1407.8200000000002,2061.5600000000004,1891.1600000000003,1675.6399999999999,2539.79,2084.5499999999997,2425.62,3170.4000000000005,3705.28,3027.1400000000003,4512.930000000001,2880.7000000000003,3016.6300000000006,3196.7000000000007,2914.2000000000003,2991.1800000000003,2932.1400000000003,3031.34,3047.0299999999997,4484.15,3013.56,2629.68,2453.71,2815.1399999999994,3159.4900000000002,8233.73,6156.7,6155.410000000001,6009.96,5843.350000000001,6304.990000000002,6471.800000000001,5977.200000000001,4644.38,4462.059999999999,4461.9800000000005,4456.360000000001,4842.5599999999995,4640.88,4460.99,3743.3500000000004,3742.7799999999997,3743.830000000001,3744.7100000000005,3745.0000000000005,3744.460000000001,3744.3600000000006,3744.629999999999,3744.460000000001,3744.5899999999997,3745.0000000000005,3743.9999999999995,199121.06
16.930.299/0001-13-POSTO DE SAUDE CANA BRAVA,0,0,0,0,0,0,0,0,0,0,212.16,376.33,449.91,249.1,280.03,406.85,562.95,831.3199999999999,768.38,884.88,1040.1,824.03,885,884.89,613,867.45,813.77,416.45,819.3,343.37,856.85,648.35,917.47,407.88,1158.72,1254.6,1254.4399999999998,1254.4399999999998,988.09,952.38,699.4200000000001,864.9200000000001,563,562.8299999999999,562.87,562.74,562.9,563.4,562.8,561.39,561.5999999999999,562.61,562.73,549.73,562.85,562.5400000000001,562.1800000000001,561.04,561.0400000000001,562.2199999999999,561.04,304.45,34762.78999999999
16.930.299/0001-13-POSTO DE SAUDE DE SANTA LUZIA,0,0,0,0,0,0,0,0,0,0,200.25,224.70999999999998,224.93,224.74,224.88,167.51,170.8,195.22,210.95,186.01,157.96,189.68,180.97,207.47,193.18,210.55,173.25,177.38,175.35,209.51,179.41,219.08,224.53,224.31,224.62,5,444.64,224.92,224.68,224.61,224.82,224.76,223.76999999999998,224.53999999999996,224.53999999999996,224.6,224.89999999999998,224.89999999999998,225.07,224.27999999999997,224.12,224.71,224.70000000000002,224.78,224.63,224.63,224.60000000000002,224.67000000000002,224.55,224.7,224.55,224.72,11042.639999999998
16.930.299/0001-13-POSTO DE SAUDE TAUA,0,0,0,0,0,0,0,0,0,0,65.39,0,81.05,42.010000000000005,163.09,209.97,114.41,117.98,192.06,174.75,196,193.15,210.91,213.55,193.65,209.97,166.65,185.91,170.71,179.98,182.48,177.27,224.64,223.69,224.84,224.71,224.82,224.55,224.54,224.71,224,224.98,208.5,224.64,224.14,224.89000000000001,224.01,222.51,224.74999999999997,223.95999999999998,223.94,224.93,224.84,224.93,224.81,224.75,224.95000000000002,224.73000000000002,224.73000000000002,224.93,224.93,224.87,10161.160000000002
16.930.299/0001-13-POSTO DE SAUDE VEREDA MALHADA,0,0,0,0,0,0,0,0,0,0,0,103.09,221.09,0,0,0,87.5,171.36,170.25,185.02,158.96,182.98,158.43,156.57,183.48,162.03,184.51,162.55,178.89,164.1,182.91,190.51,239.8,204,199.41,203.8,203.68,203.68,203.6,203.76,203.8,203.52,201.64,203.79,0,203.67,203.92000000000002,203.92,204.12,202.95,202.76,203.55,203.92,203.55,203.91000000000003,203.92,203.55,203.74,203.74,203.87,203.92,203.76,8941.480000000003
