Movimento de AIH - Arquivos Reduzidos - Brasil,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64
18715391000277 PREFEITURA MUN BETIMSMSFUNDO MUNICIPAL DE SAUDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60455.46999999996,56507.03999999995,66952.48000000003,52570.09000000001,96679.0199999999,70905.73,97661.87999999984,109711.29999999939,135753.43999999957,157846.94,190330.4399999998,174295.59000000003,260623.8899999992,255215.24999999997,221543.63999999996,243391.82999999955,188920.82000000033,219464.46999999968,174195.97000000064,298637.1799999996,239653.71999999782,341464.9700000014,420614.7299999999,379954.30000000005,363923.24999999866,476034.0099999977,472629.42999999865,560823.4599999972,442165.91999999946,440213.46999999933,454782.499999999,444467.160000001,394185.9500000006,436443.40999999974,395919.85000000213,502397.24999999953,9897335.84999999,
18760108000148 HOSPITAL SAO JOSE DE BICAS,22940.909999999974,22360.359999999982,20816.60999999999,25418.87999999997,20761.12000000001,23286.789999999997,20073.540000000008,20017.00000000001,23435.510000000013,22467.66999999999,22136.089999999982,23707.089999999975,20752.499999999996,19098.769999999993,15335.170000000002,14762.540000000003,18968.19000000001,18362.73,18594.38000000002,16003.289999999999,16405.979999999996,15086.79999999999,16819.33,15299.92999999999,15235.189999999999,15296.53,14991.330000000002,17535.95,15600.420000000004,13915.039999999997,15379.929999999997,12495.619999999994,12948.88999999999,12974.019999999991,14656.589999999995,14582.56,14506.48,12730.309999999996,12371.639999999994,21248.359999999986,19669.860000000004,24064.999999999996,17867.03,16086.630000000008,19366.530000000002,14252.319999999996,19744.3,21540.26000000001,18213.110000000004,18879.860000000004,18837.920000000006,17912.540000000008,16226.780000000002,18753.65,18871.370000000006,15385.790000000008,18522.300000000003,18870.340000000004,17969.480000000003,18632.93000000001,18862.170000000002,17581.49,1115491.7,FILANTRÓPICO
18781039000159 SANTA CASA DE MISERICORDIA DE BOA ESPERANCA,45779.64999999998,43323.43999999997,41558.37999999998,39100.01999999999,40472.50000000006,40692.56000000001,37732.57000000001,36746.05999999997,40173.099999999955,43200.07999999997,44505.959999999985,42362.98999999997,41526.52999999993,38246.76000000002,34964.429999999986,33272.580000000016,37138.300000000025,34252.65000000001,36418.809999999954,31456.780000000017,37641.85999999999,38992.509999999944,42096.089999999975,45128.80999999993,41504.299999999974,43422.45999999997,38887.69999999996,38364.83999999999,38369.66999999995,36437.46999999996,39490.52,39422.429999999964,41846.42000000001,39068.189999999995,42252.91,39841.12000000003,36920.74999999996,37512.51999999999,38333.43999999998,36194.88999999996,34458.08,31984.20999999998,37951.15999999999,32276.609999999993,35866.35,30943.859999999982,33745.39,44496.449999999975,44207.939999999944,43877.989999999954,43899.45999999999,44468.50999999998,44938.12000000006,44494.529999999984,39886.37999999997,41619.36999999997,45317.23000000001,45242.42999999996,44934.04999999995,45224.19999999996,45147.449999999975,44497.059999999925,2474129.8799999994,FILANTRÓPICO
18803072000213 PREFEITURA MUNICIPAL DE BOCAIUVA,48676.180000000015,49172.12999999996,41882.35999999991,44901.409999999916,47398.22999999991,47418.08999999992,45053.449999999924,39666.719999999936,43405.26999999994,39614.819999999956,50151.84999999996,43688.659999999974,41361.75999999998,37609.07999999993,39694.359999999935,36029.28999999991,43338.379999999976,36693.909999999974,41401.179999999964,37126.60999999994,42413.9899999999,38320.21999999998,47611.82999999997,37381.94000000001,40639.69000000001,46098.62999999997,35585.33999999993,36572.55999999995,40413.66999999994,28600.159999999963,33075.76999999996,37544.48999999999,39587.56999999999,40316.820000000014,41871.30999999999,39941.34000000003,36944.69999999995,34678.22999999998,41277.66999999994,38264.219999999965,42322.569999999956,36065.63999999996,36610.950000000004,30399.57999999997,37657.259999999995,33123.32999999996,35185.41999999996,56883.9499999999,54561.40999999992,51943.749999999905,55137.32999999992,56645.35999999987,56840.69999999998,44060.110000000044,53324.48999999992,53429.83999999991,56994.91999999996,48854.32999999994,47816.039999999906,54094.23999999994,55346.419999999904,54763.65999999992,2683485.1899999976,MUNICIPAL
18811992000100 HOSP DR MIGUEL LTDA,29808.030000000006,24697.519999999997,19266.009999999995,17121.600000000002,16230.929999999998,19275.430000000022,20228.019999999982,13692.779999999995,19980.219999999998,18831.74,17545.300000000003,21399.469999999998,22054.820000000007,14930.640000000001,17351.910000000003,19080.789999999997,22492.76999999999,20859.60999999999,23606.549999999967,21105.56999999999,20444.789999999986,20839.36999999999,27039.729999999996,21795.549999999992,22708.719999999976,25040.709999999977,22824.56999999998,20629.399999999983,22385.21999999999,22706.29,24299.65999999999,23835.12000000001,25609.109999999997,23702.299999999992,25106.309999999998,24829.49,26197.379999999976,28515.18,25489.26000000001,21831.59999999999,21840.74999999999,22731.709999999977,22678.959999999995,28467.140000000025,25030.040000000008,28843.05000000002,27695.97999999998,30437.889999999978,28572.249999999996,23204.000000000004,23498.29000000001,23490.04,46866.74,24571.32000000001,24568.44999999997,24540.12999999998,24578.91999999995,24568.659999999956,24349.479999999956,24345.78999999997,24324.129999999954,24347.919999999966,1448941.1099999994,PRIVADO
18841916000130 HOSPITAL SAO VICENTE DE PAULO DE POTE,14923.020000000004,13908.020000000002,12827.539999999995,13257.189999999991,12164.569999999992,12042.989999999993,12272.909999999994,11536.660000000002,8678.540000000003,14066.369999999997,13223.699999999995,12478.55,14350.359999999991,11453.189999999993,10998.09999999999,11763.340000000002,11141.310000000001,9823.009999999997,11154.619999999994,10948.350000000002,11966.320000000003,12320.500000000002,12750.810000000005,13491.070000000007,11893.700000000003,10607.369999999997,12258.37,12245.339999999995,13675.060000000003,13757.190000000004,13735.939999999995,10655.959999999997,12665.99,12807.069999999992,13507.239999999996,11765.249999999996,12129.06,12166.530000000002,13256.369999999999,13033.4,12534.420000000004,12066.290000000003,11287.24999999999,11372.640000000005,12993.690000000004,12175.509999999998,12203.519999999999,16262.720000000001,15234.680000000002,14803.339999999995,14131.900000000007,14140.400000000005,14152.800000000003,12698.940000000002,14159.770000000006,14149.960000000005,14153.39,13892.120000000017,13945.39000000001,14021.180000000006,14012.209999999995,12676.189999999999,790769.19,FILANTRÓPICO
18843789000108 HOSPITAL SAO BENTO DE NOVO CRUZEIRO,23351.869999999974,25149.829999999976,27610.759999999966,28611.169999999955,25928.12999999998,24263.950000000004,25623.299999999985,24092.589999999964,26403.649999999972,25563.549999999956,27149.99999999998,26519.850000000002,26653.940000000017,24862.140000000032,27802.100000000053,22742.389999999985,22580.70999999999,23744.279999999973,23232.369999999984,21875.839999999993,25914.559999999965,24108.849999999977,24969.23999999996,26583.840000000004,25438.89999999999,26431.719999999976,26636.19000000003,24914.719999999976,31537.879999999994,26378.419999999973,27089.5,24794.140000000018,28725.09999999997,26876.899999999976,27107.85999999997,25878.619999999984,26551.67999999997,24664.539999999975,26762.179999999968,26567.27999999998,23925.530000000006,25082.069999999985,25394.819999999963,22003.779999999977,21099.829999999973,20764.439999999988,23919.230000000007,28960.280000000024,27428.360000000008,27032.990000000013,28534.330000000038,28495.450000000033,28518.17000000004,29072.95000000003,29407.600000000017,29398.760000000024,29428.459999999995,29396.490000000016,25197.16000000002,31478.720000000027,29399.890000000018,26993.190000000024,1622627.0399999996,FILANTRÓPICO
18859264000160 HOSPITAL BOM PASTOR,14019.679999999988,17170.359999999982,17922.729999999967,15046.629999999981,17044.04999999997,17384.33999999998,16107.819999999983,16647.97999999998,14834.999999999978,17377.62999999997,15097.429999999978,19516.22000000002,14922.489999999987,14028.259999999991,14858.229999999985,16284.669999999987,15791.129999999985,13058.65999999998,14592.209999999977,13548.59999999999,15037.629999999977,15564.909999999978,15311.499999999978,11969.889999999983,14811.289999999974,13096.689999999982,11044.339999999984,15253.749999999975,14040.79999999998,15019.949999999986,13500.919999999987,14232.259999999987,14669.289999999986,14774.95999999999,12985.059999999989,11654.709999999986,11349.789999999986,12120.869999999983,18408.82999999999,16288.099999999991,16480.159999999993,16251.989999999996,16432.039999999994,16927.469999999994,16923.35999999999,13489.449999999993,14005.970000000007,22697.790000000023,14098.449999999997,17855.620000000006,14636.179999999993,14664.289999999997,14579.119999999999,14690.459999999986,14669.919999999991,14647.970000000003,14624.839999999997,14687.079999999996,14668.349999999997,14717.609999999995,14524.169999999995,14639.609999999995,937301.5599999991,FILANTRÓPICO
18860684000167 FUNDACAO DE SAUDE CRISTO REI,18764.860000000004,15895.249999999995,16731.019999999982,17234.209999999977,17246.77999999998,14790.499999999989,15559.20999999998,14660.739999999983,13753.039999999985,16078.61999999998,16261.509999999984,15619.37999999999,13895.94999999999,12995.249999999993,12246.51999999999,12764.489999999989,13878.359999999993,14803.019999999984,14065.909999999985,14346.819999999994,13733.439999999991,16026.259999999984,15007.04999999999,13602.349999999988,14670.309999999989,13770.799999999985,12576.399999999989,15956.899999999985,13657.27999999999,13262.549999999994,11513.839999999995,10850.019999999995,11121.709999999992,11744.55999999999,10101.339999999997,10747.339999999991,13113.329999999996,10687.92,10802.979999999994,9898.870000000003,9194.45,11148.269999999991,11444.869999999992,10720.319999999994,12757.159999999993,8962.189999999995,10522.059999999996,17115.019999999997,12016.669999999998,12187.460000000003,13994.379999999996,14074.059999999998,14190.41999999999,17463.55999999999,17428.56,14495.300000000003,12613.55,15558.020000000002,15066.93,16607.330000000005,15330.460000000006,13637.290000000003,850965.0199999996,FILANTRÓPICO
18862318000147 HOSPITAL INFANTIL SAO CRISTOVAO LTDA,62329.97000000025,60358.6700000003,58961.81000000032,42339.62,53881.41000000013,43991.339999999946,49667.87000000006,44552.35999999992,47180.990000000085,53211.32000000007,62923.76000000011,47471.749999999985,46731.67000000009,26168.20999999991,41850.6700000001,32098.329999999933,32873.0599999999,36341.25999999988,37657.42999999993,34021.45999999995,49386.59999999989,64151.54999999987,67629.39999999976,48973.26999999987,5561.120000000001,121593.07000000046,48908.60999999997,53277.32000000008,47095.87999999989,47413.01999999992,46605.960000000036,44832.71,55319.160000000105,66953.27000000009,67939.67000000006,60900.460000000036,63763.089999999895,65658.59000000004,72791.06999999986,58520.630000000005,62908.590000000004,51248.06999999997,63154.96000000001,63631.75000000002,71159.1,79827.46000000005,52196.73000000001,108533.36999999975,78281.62000000007,74838.70000000003,70281.90000000008,73875.68000000007,71148.5400000001,61302.310000000005,67717.21000000005,59147.92000000006,73933.20000000014,77095.02000000008,70770.88000000008,74845.31000000016,73294.61000000003,90700.84,3641781.18,PRIVADO
18863985000144 ASILO DE CARIDADE SANTA CASA DE BOM SUCESSO,21238.03,21528.229999999996,19268.959999999995,21400.58000000001,19346.089999999997,21002.34000000002,19993.720000000023,20331.979999999996,20007.04999999999,20806.390000000018,21172.750000000007,21502.190000000002,22409.840000000004,16777.60999999998,17732.559999999998,18907.91,17314.51999999997,19523.84000000002,17182.959999999985,18443.24,19036.040000000015,19287.22,16618.929999999982,18213.469999999998,19472.720000000012,20033.489999999998,19002.260000000017,19224.929999999993,20283.640000000014,18272.780000000002,18136.32,21050.29999999999,20178.72,20512.379999999976,20992.859999999986,19074.07,22239.79999999999,19780.090000000007,17813.44999999999,17806.709999999995,19253.32,16781.309999999983,16591.749999999993,17055.13999999999,15556.879999999994,18430.290000000008,14639.64999999999,23043.100000000013,19663.320000000003,20196.39000000001,20211.639999999996,20060.02,20157.839999999997,19317.13999999999,19485.000000000015,19449.860000000008,19097.890000000014,19471.260000000002,19473.190000000006,19103.610000000004,19138.05,19488.85,1198586.47,FILANTRÓPICO
18873075000142 HOSPITAL E MATERNIDADE GECYR GOMES SA,34216.329999999965,30536.380000000012,43858.439999999915,36908.99999999989,33526.05999999997,33489.26999999996,29012.22999999997,24073.069999999963,29755.989999999965,29078.12999999998,0,23499.599999999984,25154.31,23738.250000000022,17767.33,17291.869999999995,25147.789999999975,28745.049999999945,20222.01,24026.439999999955,21588.239999999976,0,19724.099999999984,17071.969999999994,21123.82999999998,20434.329999999984,20927.679999999986,23540.769999999982,20328.029999999977,20559.459999999974,19612.04,19726.649999999987,19790.739999999998,23697.75999999997,21683.13999999999,21724.419999999976,20980.569999999978,21593.84999999999,21996.529999999973,19018.63999999998,18581.83999999997,21046.359999999982,19854.069999999992,19950.009999999984,18087.599999999988,21115.049999999996,19733.519999999986,26643.52000000001,23723.8,17832.530000000006,18413.52,19624.10999999999,18889.24999999998,19289.71,19162.820000000003,19567.440000000006,18817.010000000002,21141.170000000006,20482.77000000001,22330.260000000002,22062.790000000008,18814.659999999996,1370334.1099999994,PRIVADO
18879387000163 FUNDACAO MEDICO  ASSISTENCIAL MAJOR DOMINGOS DE DEUS CORREA,14352.98999999997,19188.279999999962,20115.929999999986,20804.139999999974,20028.899999999976,16140.129999999972,21250.409999999953,19035.74999999998,23775.50999999998,23545.779999999984,26637.49000000002,22481.22999999997,26131.880000000052,16001.629999999985,23220.21000000001,20744.769999999993,16128.739999999974,19249.75999999998,22954.799999999974,17531.529999999962,15612.849999999988,18219.019999999982,21153.419999999976,17721.099999999973,24038.75999999997,22364.430000000004,20584.639999999967,20396.44999999997,18522.589999999982,22415.719999999972,24947.84000000001,20423.769999999993,22878.660000000014,23618.32,19768.559999999972,16841.759999999977,23638.549999999985,21646.839999999975,21247.539999999983,19000.40999999998,21315.30999999996,17352.97999999997,23157.5,22549.370000000014,21771.19000000001,21190.84000000002,26563.159999999993,37610.63000000001,27723.970000000016,30187.53000000002,30573.38000000002,31291.590000000033,32541.30000000001,27226.76000000001,28064.829999999973,27735.819999999992,25571.089999999997,26069.519999999986,26246.950000000004,28234.629999999983,28168.110000000008,27340.069999999992,1412847.6199999999,FILANTRÓPICO
18892042000140 HOSPITAL CRISTO REI,9418.159999999987,9628.439999999988,14759.019999999982,11666.539999999986,10413.539999999988,10508.97999999999,11306.099999999986,11638.889999999981,9235.739999999993,9888.749999999985,10708.609999999984,11041.66999999999,11674.640000000001,8755.769999999997,11485.259999999993,12854.209999999981,9269.509999999998,8890.589999999993,15641.429999999986,9025.949999999999,15797.779999999986,11040.079999999989,13283.589999999982,10694.089999999987,10803.009999999993,16230.259999999977,11581.56999999999,11668.599999999986,16203.199999999986,10049.919999999991,17206.299999999967,9701.01999999999,13938.459999999986,13169.35999999999,10134.599999999988,15339.829999999985,15122.329999999984,11738.259999999991,11892.809999999985,17854.589999999986,14189.759999999984,12369.999999999985,16656.31999999998,14667.41999999998,17239.58999999998,15964.729999999976,15154.219999999983,25386.190000000006,23694.480000000003,27452.40999999998,28116.510000000046,24254.59000000001,22227.529999999984,20799.04999999999,24541.659999999996,23097.01,23756.569999999996,23799.11999999999,23718.070000000014,23420.280000000002,23378.02000000002,23241.399999999983,948386.3899999994,FILANTRÓPICO
18892141000121 HOSPITAL FUNRURAL,19412.64999999999,20882.37,19691.93999999999,19787.910000000003,18423.92999999999,19585.789999999983,21500.029999999984,20471.29999999999,25114.56,23399.54999999998,24843.209999999992,22244.83,25424.91999999995,20605.84999999999,25062.31,21428.50999999999,22840.629999999994,26024.639999999992,27413.229999999963,22319.590000000004,24479.939999999955,20036.64999999999,25663.30999999998,21711.16000000001,26551.659999999967,25252.80999999998,21303.599999999995,26375.290000000026,18227.40999999999,18139.50000000001,20777.069999999996,19532.159999999985,17661.58999999998,16739.55999999999,16589.559999999987,20407.95999999998,27678.31999999997,24228.980000000003,18302.44999999999,22122.419999999962,20628.419999999984,19071.36999999998,23890.089999999982,20524.999999999985,23686.679999999982,20410.849999999973,20382.95999999998,31726.089999999982,32744.15999999999,28165.259999999995,30185.220000000038,33728.27000000004,24410.18000000005,26746.68000000005,33210.18999999999,31817.990000000016,29888.36999999998,34491.30999999996,37255.379999999976,33169.21999999999,20158.000000000015,54645.35000000004,1509196.1899999988,FILANTRÓPICO
18895284000197 HOSPITAL SAO JOSE,17479.22,15881.959999999994,13798.58999999999,15137.579999999989,14637.549999999996,17029.729999999992,16306.589999999993,13518.179999999993,13900.259999999991,0,26768.079999999994,13382.399999999992,14591.369999999992,11575.339999999984,9850.719999999996,11482.589999999995,10371.389999999998,13366.82999999999,13155.939999999988,12085.88999999999,17645.280000000002,12830.969999999994,14349.739999999993,13127.69,12304.62999999999,14990.299999999994,11945.699999999992,13114.609999999988,12818.679999999997,12224.149999999989,11745.549999999992,7637.519999999999,11581.769999999993,11325.11,12638.349999999993,12165.239999999998,13330.159999999989,11218.219999999996,12494.119999999992,12046.899999999987,10039.889999999998,8217.439999999999,9707.76,7551.3899999999985,13067.70999999999,13023.119999999995,12476.659999999993,17225.829999999998,14971.100000000002,14785.969999999998,14925.280000000013,15059.810000000005,11951.450000000006,12301.940000000004,11733.730000000003,10806.98,13306.740000000003,13573.09,13497.910000000007,14894.109999999999,14896.299999999992,14872.209999999995,808741.3199999997,FILANTRÓPICO
18901645000160 CLINICA NEUROPSIQUIATRICA DE ALFENAS,60758.100000000064,43967.40000000003,56649.859999999964,57042.21999999985,53049.380000000005,49241.180000000015,46252.32,50314.400000000016,45271.419999999955,82313.14,79691.81999999995,61970.219999999994,82866.94,71975.54000000004,82516.20000000003,72086.29999999993,75833.68000000005,105000.48000000004,91616.98000000004,64776.14,90564.76000000004,79784.11999999998,89844.81999999993,80744.04000000011,81556.28000000001,81593.19999999995,85635.93999999996,89494.07999999999,83402.27999999994,83753.02000000002,84343.73999999992,86042.05999999995,88183.41999999995,84417.58,88072.66000000005,84380.66000000003,84011.46,84694.48000000003,79562.60000000008,79378.00000000001,79617.98000000004,77956.58000000007,80540.98000000001,78251.93999999989,79839.49999999997,80301.00000000009,80744.04000000001,99359.40000000002,99497.88,112376.51999999995,111337.91999999988,109191.47999999992,109606.91999999998,110207.00000000006,108545.23999999998,109676.16000000009,110437.8,108499.07999999986,93404.76000000004,81910.92000000004,86780.80000000012,89688.88,5120425.699999999,PRIVADO
18921817000168 HOSPITAL SAO CAETANO\BRASOPOLIS,17261.309999999994,16952.02,15444.679999999997,17797.190000000017,17717.83000000002,17458.590000000004,16879.41000000001,16425.56,15964.01,16321.35,16941.980000000003,16407.26,17006.169999999995,12092.640000000001,12901.900000000001,12683.609999999999,13320.510000000004,11587.019999999999,13633.160000000009,11503.400000000003,11635.140000000001,10257.74,15423.690000000004,13984.53,12977.670000000002,14018.470000000005,13933.820000000005,11871.82,13432.87,13452.190000000004,12247.01,13323.460000000008,13501.320000000003,13168.000000000007,14048.449999999999,12417.55,17988.96,12711.6,20178.19999999999,16228.720000000008,13285.760000000004,17943.080000000005,13519.630000000005,15643.58,17150.510000000006,17475.040000000005,16336.35,19539.21,21202.879999999997,20721.320000000003,20796.96,21214.529999999995,20822.86000000001,20376.960000000003,21195.980000000003,20469.4,20609.699999999997,21168.920000000002,21126.44000000001,21066.73999999999,21188.58,21175.169999999995,1007130.4099999999,FILANTRÓPICO
18929463000106 HOSPITAL NOSSA SENHORA MAE DA IGREJA DE PADRE PARAISO,23566.659999999967,20704.439999999984,23769.12000000001,23147.65999999999,22948.15999999997,20130.51999999998,22608.759999999987,21845.599999999977,22128.079999999973,24998.359999999968,31522.62,22572.999999999964,22959.449999999964,19722.459999999995,8038.770000000002,10140.959999999997,43194.24999999991,19208.679999999975,23284.29999999999,21432.679999999993,19864.86999999997,29643.66,21064.069999999967,22793.219999999972,22947.429999999982,24310.199999999986,23793.499999999985,21082.319999999974,24453.340000000004,27243.539999999986,23811.149999999972,30679.52999999998,24872.619999999966,23610.819999999978,25738.39999999998,23880.729999999974,23721.83999999998,24579.039999999975,22347.63999999998,22797.11999999997,22391.979999999952,24455.959999999992,23573.739999999987,22738.529999999984,24110.099999999973,26523.69000000001,24277.099999999995,31605.51999999998,30443.45999999999,26637.06999999998,28742.58000000003,31832.78000000002,31854.050000000017,32275.980000000018,32383.69999999998,32192.189999999977,32441.44999999998,32437.759999999962,30895.57999999999,26259.499999999996,32435.34999999998,30973.92999999998,1562641.5699999994,FILANTRÓPICO
18931576000138 HOSPITAL CAP MARCELO VICENTE PEREIRA,7176.069999999999,10033.86,7474.080000000001,7967.680000000002,8507.999999999998,7605.550000000003,10576.390000000003,10463.939999999999,10897.559999999994,11747.279999999997,9774.049999999997,9583.469999999996,0,0,28006.479999999996,7951.039999999998,10382.64,8076.389999999998,9390.429999999998,8922.660000000002,9698.499999999998,11615.609999999993,11085.920000000002,8836.359999999999,10913.549999999997,8641.26,7128.830000000001,11386.979999999992,11448.62,11348.239999999998,9836.289999999999,10434.619999999997,9216.3,9652.159999999993,8623.739999999996,8372.459999999994,8483.669999999991,7398.979999999996,7713.099999999996,6094.17,7195.959999999996,6645.859999999997,7846.329999999998,7638.489999999996,8816.250000000004,5229.249999999999,8209.759999999997,11182.289999999997,10927.249999999995,10568.03,11333.030000000006,11341.33,11331.790000000005,11129.060000000005,11266.370000000004,11318.86,11253.180000000002,10905.850000000002,11106.900000000003,11336.800000000003,11327.319999999998,11322.949999999999,591699.8399999999,FILANTRÓPICO
18932277000118 HOSPITAL DR OTAVIO GONCALVES,11191.339999999997,10936.149999999998,12150.040000000003,10872.98,10192.070000000002,11651.870000000004,11132.620000000003,11163.400000000001,10228.03,10394.800000000001,10257.140000000001,11551.950000000003,12103.249999999998,14380.980000000001,10476.689999999999,11897.470000000001,10493.940000000002,11583.130000000003,10522.040000000003,11118.439999999999,10099.14,10739.880000000003,9431.87,10989.100000000002,9823.18,9583.070000000002,10066.309999999998,8053.4,11350.56,10564.960000000003,11142.999999999996,12119.029999999995,12097.919999999996,11393.960000000001,11390.56,12970.790000000003,11921.169999999998,12371.510000000002,11022.150000000003,10241.570000000002,11608.000000000004,9648.900000000001,8360.909999999998,9946.909999999998,9665.829999999996,8242.949999999995,8891.849999999997,13065.430000000006,11317.370000000003,15249.490000000002,13010.93000000001,12738.530000000008,11350.810000000001,9462.800000000001,8690.98,11315.210000000003,11264.589999999998,11320.009999999998,11260.440000000004,11314.48,10868.230000000003,10023.530000000002,680289.6400000001,FILANTRÓPICO
18933945000121 BRUMADINHO SOCORRO MEDICO LTDA,19108.19000000002,19467.139999999992,17345.659999999993,18315.66,14977.639999999992,17682.200000000004,15866.919999999993,14053.629999999983,15089.929999999988,16346.959999999992,20958.710000000003,21464.849999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210677.49,PRIVADO
18952820000149 PRONTO SOCORRO INFANTIL LTDA,17515.24999999998,17829.059999999976,8395.030000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43739.33999999996,PRIVADO
18958256000171 ASSOCIACAO DO HOSPITAL SAO FRANCISCO,15822.250000000007,13138.329999999985,14982.980000000001,14035.48999999999,14794.749999999995,12808.410000000002,12581.45,12253.319999999996,13524.640000000007,13150.560000000003,14551.28,13020.980000000003,14342.639999999996,11761.599999999993,13151.779999999997,12580.819999999996,13034.050000000003,12314.539999999994,12465.670000000002,12139.630000000003,14323.749999999996,11920.320000000003,13100.059999999996,11859.34,11790.599999999999,11327.449999999993,12753.579999999993,14923.570000000007,13653.660000000002,16060.790000000006,14040.799999999996,14166.300000000003,14044.470000000001,14867.619999999997,13834.939999999997,12658.689999999995,15283.600000000008,17134.46000000001,15312.79,13988.94,14254.420000000006,14770.060000000005,12026.859999999997,12953.859999999993,13285.149999999994,12821.019999999999,12503.969999999996,16364.609999999997,16133.849999999995,16769.64,16990.739999999998,16892.46,17447.97,14378.410000000003,16605.460000000003,16282.150000000007,14949.250000000007,16806.51000000002,14458.07,15890.220000000003,15877.519999999999,17014.710000000006,878977.8099999999,FILANTRÓPICO
18979328000167 CAETE - SANTA CASA DE CAETE,62910.40999999985,67826.44999999995,56120.35000000001,59425.399999999936,56963.34999999993,63402.99,62129.00999999991,53836.65999999991,48397.57999999997,57744.80999999989,54370.50999999996,49998.20000000004,48156.22,43931.540000000015,45122.32000000004,44868.61000000006,51565.21,55179.22000000005,61603.76999999995,61983.53999999995,59383.500000000015,61312.689999999966,67318.10000000008,61725.93000000008,63250.33000000011,0,119893.28999999996,52066.80000000003,43642.12000000005,47620.990000000005,46581.16999999994,48428.439999999944,45340.109999999986,56530.30999999994,58907.31000000001,51623.340000000004,62521.110000000066,54179.480000000054,54876.51000000007,50883.310000000034,53342.29000000004,47177.18000000002,47288.76999999995,36576.09999999997,44502.92999999998,35307.83999999996,44465.90999999997,58879.6999999999,64506.75999999987,61593.270000000004,59102.109999999906,57308.25999999988,61277.82999999993,57917.92999999991,46119.51999999999,60175.879999999954,62963.00999999987,60452.60999999991,62730.559999999845,56507.679999999935,62095.539999999935,51497.48999999997,3403410.1599999997,FILANTRÓPICO
18988709000102 SOCIEDADE BENEFICENTE N S APARECIDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3090.95,4416.71,4337.14,2499.13,2792.1300000000006,5269.5599999999995,4206.48,5686.8600000000015,6668.35,6155.11,3418.0699999999997,3620.2700000000004,3788.7500000000005,4776.29,4704.4400000000005,4776.33,4216.679999999999,4436.370000000001,4777.110000000001,4610.279999999999,4771.96,4724.640000000001,97743.61,
19003722000128 VILA SERRO AZUL,44232.819999999985,39293.70000000005,49310.41999999986,45686.85999999994,39143.68,48744.95999999991,37989.679999999986,36789.519999999975,35370.100000000006,34908.499999999985,28007.58,29415.46000000001,24407.100000000006,26068.860000000015,25041.80000000002,25434.16000000003,23218.48,21383.620000000014,20772.00000000001,18764.039999999994,17910.079999999994,25411.079999999987,18683.26,14805.82000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730793.5799999997,PRIVADO
